transaction_date,payment_method,cashier_name,transaction_amount,transaction_discount,customer_first_name,customer_last_name,customer_email,customer_phone,customer_city,customer_province,customer_loyalty_tier,customer_since,store_name,store_city,store_province,store_region,store_manager,product_name,category,sub_category,sku,unit_price,cost_price,supplier,qty,line_amount,stock_on_hand,reorder_threshold
2024-01-25,Debit Card,George Petersen,897.0,0.0,Siphamandla,Dlamini,siphamandla.d@gmail.com,0741234606,Kwa-Mashu,KwaZulu-Natal,Silver,2021-10-30,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Ladies Sports Leggings,Clothing,Bottoms,SKU-CLO-007,349.0,200.0,Sportscene,1,349.0,16,6
2024-01-25,Debit Card,George Petersen,897.0,0.0,Siphamandla,Dlamini,siphamandla.d@gmail.com,0741234606,Kwa-Mashu,KwaZulu-Natal,Silver,2021-10-30,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Men's Running Shorts,Clothing,Bottoms,SKU-CLO-008,249.0,145.0,Sportscene,1,249.0,18,7
2024-01-25,Debit Card,George Petersen,897.0,0.0,Siphamandla,Dlamini,siphamandla.d@gmail.com,0741234606,Kwa-Mashu,KwaZulu-Natal,Silver,2021-10-30,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Men's Polo Shirt,Clothing,Tops,SKU-CLO-001,299.0,180.0,Identity,1,299.0,20,8
2024-05-03,Credit Card,Lebo Khoza,448.99,0.0,Riaan,Swart,riaan.swart@mweb.co.za,0611234590,Klerksdorp,North West,Bronze,2023-07-25,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Non-stick Frying Pan 28cm,Home & Kitchen,Cookware,SKU-HOM-001,349.0,220.0,Circulon,1,349.0,13,5
2024-05-03,Credit Card,Lebo Khoza,448.99,0.0,Riaan,Swart,riaan.swart@mweb.co.za,0611234590,Klerksdorp,North West,Bronze,2023-07-25,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Nivea Moisturising Cream 200ml,Beauty & Personal Care,Skin Care,SKU-BPC-004,99.99,62.0,Beiersdorf SA,1,99.99,19,8
2024-02-16,Debit Card,George Petersen,132.96,50.0,Salma,Fredericks,,0731234596,Graaff-Reinet,Eastern Cape,Bronze,2023-09-12,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Sunflower Oil 2L,Groceries,Oils & Fats,SKU-GRO-004,55.99,38.0,Sunfoil,1,55.99,19,8
2024-02-16,Debit Card,George Petersen,132.96,50.0,Salma,Fredericks,,0731234596,Graaff-Reinet,Eastern Cape,Bronze,2023-09-12,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Rooibos Tea 40 Bags,Groceries,Hot Beverages,SKU-GRO-006,45.99,32.0,Freshpak,2,91.98,24,10
2024-02-16,Debit Card,George Petersen,132.96,50.0,Salma,Fredericks,,0731234596,Graaff-Reinet,Eastern Cape,Bronze,2023-09-12,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Tomato Sauce 500ml,Groceries,Condiments,SKU-GRO-009,34.99,22.0,All Gold,1,34.99,30,12
2024-05-21,Cash,Rachel Govender,206.94,0.0,Lerato,Sithole,lerato.sithole@gmail.com,0811234579,Tembisa,Gauteng,Gold,2019-07-14,BrightMart Menlyn Park,Pretoria,Gauteng,North,Nomsa Khumalo,Rooibos Tea 40 Bags,Groceries,Hot Beverages,SKU-GRO-006,45.99,32.0,Freshpak,3,137.97,24,10
2024-05-21,Cash,Rachel Govender,206.94,0.0,Lerato,Sithole,lerato.sithole@gmail.com,0811234579,Tembisa,Gauteng,Gold,2019-07-14,BrightMart Menlyn Park,Pretoria,Gauteng,North,Nomsa Khumalo,Canned Chickpeas 400g,Groceries,Canned Goods,SKU-GRO-011,22.99,13.0,Koo,3,68.97,50,20
2024/03/11,Credit Card,Eve Fourie,498.0,100.0,Deborah,Williams,deborah.williams@outlook.com,0771234592,Mitchells Plain,Western Cape,Bronze,2022-12-18,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Logitech M185 Wireless Mouse,Electronics,Accessories,SKU-ELE-005,299.0,195.0,Logitech,2,598.0,16,5
2024-06-08,Credit Card,Brian Sithole,134.97,0.0,,,,,,,,,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Large Eggs x12,Groceries,Dairy,SKU-GRO-003,44.99,32.0,Country Range Farms,3,134.97,28,12
2024-06-11,Credit Card,Victor Swart,-130.01,200.0,Nozipho,Cele,,0831234613,Umlazi,KwaZulu-Natal,Silver,2021-03-28,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Basmati Rice 2kg,Groceries,Grains,SKU-GRO-007,69.99,48.0,Tastic,1,69.99,18,8
2024-06-09,DEBIT CARD,Quinton Cronje,59.98,30.0,Lerato,Sithole,lerato.sithole@gmail.com,0811234579,Tembisa,Gauteng,Gold,2019-07-14,BrightMart Menlyn Park,Pretoria,Gauteng,North,Nomsa Khumalo,Large Eggs x12,Groceries,Dairy,SKU-GRO-003,44.99,32.0,Country Range Farms,2,89.98,28,12
2024-02-21,Credit Card,Thandi Joubert,3598.0,30.0,Kavitha,Naidoo,kavitha.naidoo@hotmail.com,0731234589,Tongaat,KwaZulu-Natal,Gold,2019-12-01,BrightMart Menlyn Park,Pretoria,Gauteng,North,Nomsa Khumalo,Samsung Galaxy A14 64GB,Electronics,Smartphones,SKU-ELE-001,3499.0,2800.0,Samsung SA,1,3499.0,6,3
2024-02-21,Credit Card,Thandi Joubert,3598.0,30.0,Kavitha,Naidoo,kavitha.naidoo@hotmail.com,0731234589,Tongaat,KwaZulu-Natal,Gold,2019-12-01,BrightMart Menlyn Park,Pretoria,Gauteng,North,Nomsa Khumalo,Bamboo Dress Socks 3-Pack,Clothing,Accessories,SKU-CLO-005,129.0,75.0,Falke,1,129.0,30,10
2024-06-07,Credit Card,Yolanda Fredericks,401.9,50.0,Carla,Oosthuizen,,0631234607,Bloemfontein,Free State,Bronze,2022-09-08,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Tomato Sauce 500ml,Groceries,Condiments,SKU-GRO-009,34.99,22.0,All Gold,4,139.96,30,12
2024-06-07,Credit Card,Yolanda Fredericks,401.9,50.0,Carla,Oosthuizen,,0631234607,Bloemfontein,Free State,Bronze,2022-09-08,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Colgate Toothpaste 100ml,Beauty & Personal Care,Oral Care,SKU-BPC-003,49.99,30.0,Colgate-Palmolive,4,199.96,33,12
2024-06-07,Credit Card,Yolanda Fredericks,401.9,50.0,Carla,Oosthuizen,,0631234607,Bloemfontein,Free State,Bronze,2022-09-08,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Sunflower Oil 2L,Groceries,Oils & Fats,SKU-GRO-004,55.99,38.0,Sunfoil,2,111.98,19,8
2024-02-23,Debit Card,Faith Adams,4722.0,75.0,,,,,,,,,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Samsung Galaxy A14 64GB,Electronics,Smartphones,SKU-ELE-001,3499.0,2800.0,Samsung SA,1,3499.0,6,3
2024-02-23,Debit Card,Faith Adams,4722.0,75.0,,,,,,,,,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Wireless Earbuds,Electronics,Audio,SKU-ELE-006,799.0,560.0,Samsung SA,1,799.0,7,3
2024-02-23,Debit Card,Faith Adams,4722.0,75.0,,,,,,,,,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Portable Power Bank 20000mAh,Electronics,Accessories,SKU-ELE-008,499.0,320.0,Romoss,1,499.0,12,4
2024-06-19,Credit Card,Ivan du Plessis,299.0,50.0,Deon,Fourie,deon.fourie@icloud.com,0621234585,Roodepoort,Gauteng,Bronze,2023-04-16,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Non-stick Frying Pan 28cm,Home & Kitchen,Cookware,SKU-HOM-001,349.0,220.0,Circulon,1,349.0,13,5
2024-01-22,Debit Card,Brian Sithole,747.0,300.0,Nobuhle,Hadebe,nobuhle.h@webmail.co.za,0711234584,Durban South,KwaZulu-Natal,Gold,2020-02-28,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Ladies Sports Leggings,Clothing,Bottoms,SKU-CLO-007,349.0,200.0,Sportscene,3,1047.0,16,6
2024-06-18,EFT,Eve Fourie,976.0,20.0,Zanele,Mokoena,zanele.mokoena@gmail.com,0711234576,Midrand,Gauteng,Gold,2020-12-05,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Men's Polo Shirt,Clothing,Tops,SKU-CLO-001,299.0,180.0,Identity,2,598.0,20,8
2024-06-18,EFT,Eve Fourie,976.0,20.0,Zanele,Mokoena,zanele.mokoena@gmail.com,0711234576,Midrand,Gauteng,Gold,2020-12-05,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Kids T-Shirt Pack x3,Clothing,Tops,SKU-CLO-006,199.0,110.0,Ackermans,2,398.0,24,8
2024-06-30,Credit Card,Lebo Khoza,89.99,0.0,Hendrik,Barnard,,0771234604,Worcester,Western Cape,Bronze,2023-10-15,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Head & Shoulders 400ml,Beauty & Personal Care,Hair Care,SKU-BPC-005,89.99,55.0,P&G SA,1,89.99,21,8
2024-03-17,Credit Card,Victor Swart,59.99,30.0,Musa,Ntuli,musa.ntuli@gmail.com,0861234610,Empangeni,KwaZulu-Natal,Gold,2019-05-17,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Garnier Face Wash 150ml,Beauty & Personal Care,Skin Care,SKU-BPC-007,89.99,55.0,L'Oréal SA,1,89.99,22,8
2024-05-12,Cash,Oscar Mthembu,499.0,0.0,Brendan,O'Brien,brendan.obrien@gmail.com,0631234575,Sandton,Gauteng,Bronze,2022-08-29,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Portable Power Bank 20000mAh,Electronics,Accessories,SKU-ELE-008,499.0,320.0,Romoss,1,499.0,12,4
2024-06-05,Debit Card,Khosi Zulu,10845.0,100.0,Musa,Ntuli,musa.ntuli@gmail.com,0861234610,Empangeni,KwaZulu-Natal,Gold,2019-05-17,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,USB-C Charging Cable 2m,Electronics,Accessories,SKU-ELE-004,149.0,85.0,Anker,1,149.0,22,8
2024-06-05,Debit Card,Khosi Zulu,10845.0,100.0,Musa,Ntuli,musa.ntuli@gmail.com,0861234610,Empangeni,KwaZulu-Natal,Gold,2019-05-17,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Samsung Galaxy A14 64GB,Electronics,Smartphones,SKU-ELE-001,3499.0,2800.0,Samsung SA,3,10497.0,6,3
2024-06-05,Debit Card,Khosi Zulu,10845.0,100.0,Musa,Ntuli,musa.ntuli@gmail.com,0861234610,Empangeni,KwaZulu-Natal,Gold,2019-05-17,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Logitech M185 Wireless Mouse,Electronics,Accessories,SKU-ELE-005,299.0,195.0,Logitech,1,299.0,16,5
2024-06-02,Cash,George Petersen,2056.0,0.0,Nobuhle,Hadebe,nobuhle.h@webmail.co.za,0711234584,Durban South,KwaZulu-Natal,Gold,2020-02-28,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Padded Winter Jacket,,Outerwear,SKU-CLO-004,899.0,580.0,Cape Union Mart,2,1798.0,9,4
2024-06-02,Cash,George Petersen,2056.0,0.0,Nobuhle,Hadebe,nobuhle.h@webmail.co.za,0711234584,Durban South,KwaZulu-Natal,Gold,2020-02-28,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Bamboo Dress Socks 3-Pack,Clothing,Accessories,SKU-CLO-005,129.0,75.0,Falke,2,258.0,30,10
2024-02-14,Credit Card,Lebo Khoza,1445.0,300.0,Annah,Molefe,annah.molefe@outlook.com,0831234601,Soweto,Gauteng,Gold,2019-03-14,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Portable Power Bank 20000mAh,Electronics,Accessories,SKU-ELE-008,499.0,320.0,Romoss,1,499.0,12,4
2024-02-14,Credit Card,Lebo Khoza,1445.0,300.0,Annah,Molefe,annah.molefe@outlook.com,0831234601,Soweto,Gauteng,Gold,2019-03-14,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Wireless Earbuds,Electronics,Audio,SKU-ELE-006,799.0,560.0,Samsung SA,1,799.0,7,3
2024-02-14,Credit Card,Lebo Khoza,1445.0,300.0,Annah,Molefe,annah.molefe@outlook.com,0831234601,Soweto,Gauteng,Gold,2019-03-14,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,USB-C Charging Cable 2m,Electronics,Accessories,SKU-ELE-004,149.0,85.0,Anker,3,447.0,22,8
18/02/2024,Debit Card,Ivan du Plessis,349.0,0.0,Portia,Molefi,portia.molefi@gmail.com,0861234605,Pretoria West,Gauteng,Gold,2020-06-22,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Adjustable Laptop Stand,Electronics,Accessories,SKU-ELE-003,349.0,220.0,TechGear,1,349.0,14,5
2024-03-31,Credit Card,Eve Fourie,167.94,0.0,Hendrik,Barnard,,0771234604,Worcester,Western Cape,Bronze,2023-10-15,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,White Bread 700g,Groceries,Bakery,SKU-GRO-001,15.99,9.5,Sasko Bakeries,3,47.97,42,20
2024-03-31,Credit Card,Eve Fourie,167.94,0.0,Hendrik,Barnard,,0771234604,Worcester,Western Cape,Bronze,2023-10-15,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,White Sugar 2kg,Groceries,Baking,SKU-GRO-005,39.99,28.0,Huletts Sugar,3,119.97,31,10
2024-05-09,Debit Card,Carol Mokoena,354.95,75.0,Ayanda,Ngcobo,ayanda.ngcobo@gmail.com,0861234586,Umlazi,KwaZulu-Natal,Silver,2021-08-09,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Nivea Moisturising Cream 200ml,Beauty & Personal Care,Skin Care,SKU-BPC-004,99.99,62.0,Beiersdorf SA,1,99.99,19,8
2024-05-09,Debit Card,Carol Mokoena,354.95,75.0,Ayanda,Ngcobo,ayanda.ngcobo@gmail.com,0861234586,Umlazi,KwaZulu-Natal,Silver,2021-08-09,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Listerine Mouthwash 500ml,Beauty & Personal Care,Oral Care,SKU-BPC-006,74.99,46.0,J&J SA,2,149.98,18,7
2024-05-09,Debit Card,Carol Mokoena,354.95,75.0,Ayanda,Ngcobo,ayanda.ngcobo@gmail.com,0861234586,Umlazi,KwaZulu-Natal,Silver,2021-08-09,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Dove Body Lotion 400ml,Beauty & Personal Care,Body Care,SKU-BPC-001,89.99,58.0,Unilever SA,2,179.98,25,10
2024-01-21,Debit Card,Brian Sithole,3196.0,100.0,Nomsa,Dlamini,nomsa.dlamini@outlook.com,0721234570,Soweto,Gauteng,Gold,2019-11-08,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Wireless Earbuds,Electronics,Audio,SKU-ELE-006,799.0,560.0,Samsung SA,3,2397.0,7,3
2024-01-21,Debit Card,Brian Sithole,3196.0,100.0,Nomsa,Dlamini,nomsa.dlamini@outlook.com,0721234570,Soweto,Gauteng,Gold,2019-11-08,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,JBL Clip 4 Bluetooth Speaker,Electronics,Audio,SKU-ELE-002,899.0,650.0,JBL SA,1,899.0,11,5
2024-03-11,Credit Card,Faith Adams,797.0,300.0,Nomsa,Dlamini,nomsa.dlamini@outlook.com,0721234570,Soweto,Gauteng,Gold,2019-11-08,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Portable Power Bank 20000mAh,Electronics,Accessories,SKU-ELE-008,499.0,320.0,Romoss,2,998.0,12,4
2024-03-11,Credit Card,Faith Adams,797.0,300.0,Nomsa,Dlamini,nomsa.dlamini@outlook.com,0721234570,Soweto,Gauteng,Gold,2019-11-08,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,HDMI Cable 1.8m,Electronics,Accessories,SKU-ELE-007,99.0,55.0,Generic,1,99.0,25,8
2024-02-04,Store Credit,Hannah Botha,74.99,0.0,Salma,Fredericks,,0731234596,Graaff-Reinet,Eastern Cape,Bronze,2023-09-12,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Listerine Mouthwash 500ml,Beauty & Personal Care,Oral Care,SKU-BPC-006,74.99,46.0,J&J SA,1,74.99,18,7
2024-01-05,Debit Card,Ivan du Plessis,-168.02,200.0,Sipho,Zulu,sipho.zulu@webmail.co.za,0741234573,Soweto,Gauteng,Gold,2018-09-01,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,White Bread 700g,Groceries,Bakery,SKU-GRO-001,15.99,9.5,Sasko Bakeries,2,31.98,42,20
2024-02-24,Credit Card,Khosi Zulu,-45.01,75.0,Tafadzwa,Moyo,tafadzwa.moyo@gmail.com,0821234588,Randburg,Gauteng,Silver,2020-05-19,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Full Cream Milk 2L,Groceries,Dairy,SKU-GRO-002,29.99,19.0,Clover SA,1,29.99,35,15
12-02-2024,Debit Card,Victor Swart,2050.99,30.0,Marno,Joubert,marno.joubert@mweb.co.za,0691234616,Kraaifontein,Western Cape,Bronze,2022-07-30,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Men's Running Shorts,Clothing,Bottoms,SKU-CLO-008,249.0,145.0,Sportscene,1,249.0,18,7
12-02-2024,Debit Card,Victor Swart,2050.99,30.0,Marno,Joubert,marno.joubert@mweb.co.za,0691234616,Kraaifontein,Western Cape,Bronze,2022-07-30,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Ladies Slim Fit Jeans,Clothing,Bottoms,SKU-CLO-002,599.0,380.0,Levi's SA,3,1797.0,12,5
12-02-2024,Debit Card,Victor Swart,2050.99,30.0,Marno,Joubert,marno.joubert@mweb.co.za,0691234616,Kraaifontein,Western Cape,Bronze,2022-07-30,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Tomato Sauce 500ml,Groceries,Condiments,SKU-GRO-009,34.99,22.0,All Gold,1,34.99,30,12
2024-04-17,Debit Card,Thandi Joubert,304.93,100.0,Annah,Molefe,annah.molefe@outlook.com,0831234601,Soweto,Gauteng,Gold,2019-03-14,BrightMart Menlyn Park,Pretoria,Gauteng,North,Nomsa Khumalo,Instant Coffee 100g,Groceries,Hot Beverages,SKU-GRO-010,89.99,58.0,Nescafé SA,2,179.98,22,8
2024-04-17,Debit Card,Thandi Joubert,304.93,100.0,Annah,Molefe,annah.molefe@outlook.com,0831234601,Soweto,Gauteng,Gold,2019-03-14,BrightMart Menlyn Park,Pretoria,Gauteng,North,Nomsa Khumalo,Large Eggs x12,Groceries,Dairy,SKU-GRO-003,44.99,32.0,Country Range Farms,5,224.95,28,12
2024-05-12,Credit Card,Palesa Sithole,569.87,10.0,Zanele,Mokoena,zanele.mokoena@gmail.com,0711234576,Midrand,Gauteng,Gold,2020-12-05,BrightMart Menlyn Park,Pretoria,Gauteng,North,Nomsa Khumalo,Tomato Sauce 500ml,Groceries,Condiments,SKU-GRO-009,34.99,22.0,All Gold,4,139.96,30,12
2024-05-12,Credit Card,Palesa Sithole,569.87,10.0,Zanele,Mokoena,zanele.mokoena@gmail.com,0711234576,Midrand,Gauteng,Gold,2020-12-05,BrightMart Menlyn Park,Pretoria,Gauteng,North,Nomsa Khumalo,Sunflower Oil 2L,Groceries,Oils & Fats,SKU-GRO-004,55.99,38.0,Sunfoil,5,279.95,19,8
2024-05-12,Credit Card,Palesa Sithole,569.87,10.0,Zanele,Mokoena,zanele.mokoena@gmail.com,0711234576,Midrand,Gauteng,Gold,2020-12-05,BrightMart Menlyn Park,Pretoria,Gauteng,North,Nomsa Khumalo,White Sugar 2kg,Groceries,Baking,SKU-GRO-005,39.99,28.0,Huletts Sugar,4,159.96,31,10
2024-03-20,Debit Card,Uma Naidoo,547.0,300.0,Zanele,Mokoena,zanele.mokoena@gmail.com,0711234576,Midrand,Gauteng,Gold,2020-12-05,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Smart LED Desk Lamp,Electronics,Accessories,SKU-ELE-009,349.0,210.0,Philips SA,1,349.0,10,4
2024-03-20,Debit Card,Uma Naidoo,547.0,300.0,Zanele,Mokoena,zanele.mokoena@gmail.com,0711234576,Midrand,Gauteng,Gold,2020-12-05,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,USB-C Charging Cable 2m,Electronics,Accessories,SKU-ELE-004,149.0,85.0,Anker,1,149.0,22,8
2024-03-20,Debit Card,Uma Naidoo,547.0,300.0,Zanele,Mokoena,zanele.mokoena@gmail.com,0711234576,Midrand,Gauteng,Gold,2020-12-05,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Ladies Sports Leggings,Clothing,Bottoms,SKU-CLO-007,349.0,200.0,Sportscene,1,349.0,16,6
2024-01-14,Cash,Wendy Jacobs,1297.0,50.0,Tafadzwa,Moyo,tafadzwa.moyo@gmail.com,0821234588,Randburg,Gauteng,Silver,2020-05-19,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Electric Kettle 1.7L,Home & Kitchen,Appliances,SKU-HOM-006,449.0,290.0,Russell Hobbs,3,1347.0,10,4
2024-03-22,Cash,Ivan du Plessis,330.95,75.0,Lerato,Sithole,lerato.sithole@gmail.com,0811234579,Tembisa,Gauteng,Gold,2019-07-14,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Instant Coffee 100g,Groceries,Hot Beverages,SKU-GRO-010,89.99,58.0,Nescafé SA,4,359.96,22,8
2024-03-22,Cash,Ivan du Plessis,330.95,75.0,Lerato,Sithole,lerato.sithole@gmail.com,0811234579,Tembisa,Gauteng,Gold,2019-07-14,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Rooibos Tea 40 Bags,Groceries,Hot Beverages,SKU-GRO-006,45.99,32.0,Freshpak,1,45.99,24,10
2024-01-27,EFT,Alice Dube,598.0,150.0,Nomsa,Dlamini,nomsa.dlamini@outlook.com,0721234570,Soweto,Gauteng,Gold,2019-11-08,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,5-Piece Kitchen Knife Set,Home & Kitchen,Cutlery,SKU-HOM-003,549.0,360.0,KitchenCraft,1,549.0,8,4
2024-01-27,EFT,Alice Dube,598.0,150.0,Nomsa,Dlamini,nomsa.dlamini@outlook.com,0721234570,Soweto,Gauteng,Gold,2019-11-08,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Ceramic Coffee Mug Set x4,Home & Kitchen,Crockery,SKU-HOM-002,199.0,120.0,Home Living,1,199.0,17,6
2024-02-08,Credit Card,Nandi Hadebe,39.99,10.0,Nobuhle,Hadebe,nobuhle.h@webmail.co.za,0711234584,Durban South,KwaZulu-Natal,Gold,2020-02-28,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Colgate Toothpaste 100ml,Beauty & Personal Care,Oral Care,SKU-BPC-003,49.99,30.0,Colgate-Palmolive,1,49.99,33,12
2024-01-01,Cash,Eve Fourie,398.0,100.0,Portia,Molefi,portia.molefi@gmail.com,0861234605,Pretoria West,Gauteng,Gold,2020-06-22,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Men's Running Shorts,Clothing,Bottoms,SKU-CLO-008,249.0,145.0,Sportscene,2,498.0,18,7
2024-05-06,Debit Card,Mike Dlamini,598.0,0.0,Samantha,Jacobs,samantha.jacobs@outlook.com,0831234582,East London,Eastern Cape,Silver,2021-11-29,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Men's Polo Shirt,Clothing,Tops,SKU-CLO-001,299.0,180.0,Identity,2,598.0,20,8
2024-05-12,Cash,Ivan du Plessis,84.95,10.0,Xolani,Khumalo,xolani.khumalo@gmail.com,0821234608,Johannesburg CBD,Gauteng,Silver,2020-11-15,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Pasta Fusilli 500g,Groceries,Pasta,SKU-GRO-008,18.99,11.0,Fatti's & Moni's,5,94.95,40,15
2024-03-28,Cash,Eve Fourie,474.0,75.0,Busisiwe,Nene,busisiwe.nene@webmail.co.za,0741234615,Pietermaritzburg,KwaZulu-Natal,Gold,2018-11-03,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,5-Piece Kitchen Knife Set,Home & Kitchen,Cutlery,SKU-HOM-003,549.0,360.0,KitchenCraft,1,549.0,8,4
10 May 2024,Credit Card,Ivan du Plessis,1384.95,30.0,Nobuhle,Hadebe,nobuhle.h@webmail.co.za,0711234584,Durban South,KwaZulu-Natal,Gold,2020-02-28,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Full Cream Milk 2L,Groceries,Dairy,SKU-GRO-002,29.99,19.0,Clover SA,5,149.95,35,15
10 May 2024,Credit Card,Ivan du Plessis,1384.95,30.0,Nobuhle,Hadebe,nobuhle.h@webmail.co.za,0711234584,Durban South,KwaZulu-Natal,Gold,2020-02-28,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Smart LED Desk Lamp,Electronics,Accessories,SKU-ELE-009,349.0,210.0,Philips SA,2,698.0,10,4
10 May 2024,Credit Card,Ivan du Plessis,1384.95,30.0,Nobuhle,Hadebe,nobuhle.h@webmail.co.za,0711234584,Durban South,KwaZulu-Natal,Gold,2020-02-28,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Bamboo Chopping Board Set,Home & Kitchen,Preparation,SKU-HOM-005,189.0,110.0,EcoHome,3,567.0,22,8
2024-02-24,Credit Card,Lebo Khoza,598.99,50.0,Bongani,Mthembu,bongani.mthembu@gmail.com,0841234591,Pietermaritzburg,KwaZulu-Natal,Silver,2021-04-03,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Colgate Toothpaste 100ml,Beauty & Personal Care,Oral Care,SKU-BPC-003,49.99,30.0,Colgate-Palmolive,1,49.99,33,12
2024-02-24,Credit Card,Lebo Khoza,598.99,50.0,Bongani,Mthembu,bongani.mthembu@gmail.com,0841234591,Pietermaritzburg,KwaZulu-Natal,Silver,2021-04-03,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Ladies Slim Fit Jeans,Clothing,Bottoms,SKU-CLO-002,599.0,380.0,Levi's SA,1,599.0,12,5
2024-02-29,Credit Card,George Petersen,797.0,0.0,Deon,Fourie,deon.fourie@icloud.com,0621234585,Roodepoort,Gauteng,Bronze,2023-04-16,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,HDMI Cable 1.8m,Electronics,Accessories,SKU-ELE-007,99.0,55.0,Generic,1,99.0,25,8
